NUM_DOCUMENTO_STD	FECHA_CREA	FECHA_FINALIZACION	MES_F	MES_F_1	MES_CREA	MES_CREA_1	ANIO_INGRESO	ASUNTO	D_T	INSTITUCION	RESPUESTA	CUERPO	UNIDAD_ORG
E-068098-2020	27-02-2020 10:00:37 AM	25-06-2020 01:41:31 PM	06	JUNIO     	02	FEBRERO   	2020	NOTIFICA DISPOSICIÓN N° 002-2020, REFERENTE AL CASO N°3006064501-2019-1880-0	82	MINISTERIO PUBLICO	"NOTIFICACIONES ASIGNADAS AL ÁREA PENAL , CONDUCCIÓN EN ESTADO DE EBRIEDAD (ANEXO 1618)
"	NULL	PROCURADURIA PUBLICA
E-053322-2020	14-02-2020 10:09:11 AM	26-06-2020 01:31:48 PM	06	JUNIO     	02	FEBRERO   	2020	REMITE DISPOSICIÓN N° 01, ABSTENCIÓN DEL EJERCICIO DE LA ACCIÓN PENAL (CASO NRO. 2506014505-2019-2837-0)	92	MINISTERIO PUBLICO	"NOTIFICACIONES ASIGNADAS AL ÁREA PENAL , CONDUCCIÓN EN ESTADO DE EBRIEDAD (ANEXO 1618)
"	NULL	PROCURADURIA PUBLICA
E-051415-2020	13-02-2020 09:14:43 AM	28-02-2020 11:49:35 AM	02	FEBRERO   	02	FEBRERO   	2020	SOLICITA SE LE INFORME SI SE ENCUENTRA NORMADO, QUE LAS ESCUELAS DE CONDUCTORES SEAN LOS ENCARGADAS DE REALIZAR EL TRÁMITE PARA OBTENCIÓN DE LICENCIAS DE CONDUCIR DE CLASE B CATEGORÍA II-C Y NO EL USUARIO DIRECTAMENTE A LA MUNICIPALIDAD.	11	MINISTERIO PUBLICO	NULL	NULL	DESPACHO VICEMINISTERIAL DE TRANSPORTES
E-067372-2020	26-02-2020 04:27:59 PM	28-05-2020 04:50:03 PM	05	MAYO      	02	FEBRERO   	2020	SOLIICTA SE LENE ENCUESTA CON PLAZO MAXIMO EL 28.02.2020 NE RELACION A VIGILANCIA DEL CUMPLIMIENTO DE LA ENCUESTA NACIONAL DE RECURSOS INFORMATICOS DE LA ADMINISTRACION PUBLICA 2020-ENRIAP 2020 RESOLUCION MINISTERIAL N° 310-2013-PCM. 	63	PCM	ATENDIDO EL 28/02/2020	NULL	SECRETARIA GENERAL
E-067410-2020	26-02-2020 04:40:12 PM	03-03-2020 03:25:47 PM	03	MARZO     	02	FEBRERO   	2020	CONVOCAN A SESION ORDINARIA 2020 DEL COMITE COORDINADOR PERMANENTE DE LA INFRAESTRUCTURA DE DATOS ESPACIALES DEL PERU CCIDEP. SE LLEVARA A CABO EL 02.03.2020. 	4	PCM	ASISTIERON A LA REUNIÓN DEL LUNES 02 DE MARZO POR PARTE DE LA OGTI LOS SRES : MANUEL CCUSI SALAZAR Y ENRIQUE LLOCCLLA GONZALES POR LO QUE FINALIZA EL OFICIO DE LA SEGDI-PCM. 	NULL	SECRETARIA GENERAL
E-042847-2020	06-02-2020 03:22:36 PM	27-06-2020 12:22:59 AM	06	JUNIO     	02	FEBRERO   	2020	REMITE BOUCHER ORIGINAL - PAGO DE APLICACIÓN AL PRINCIPIO DE OPORTUNIDAD (CASO 2919-2019)	98	MINISTERIO PUBLICO	"NOTIFICACIONES ASIGNADAS AL ÁREA PENAL , CONDUCCIÓN EN ESTADO DE EBRIEDAD (ANEXO 1618)
"	NULL	PROCURADURIA PUBLICA
E-056808-2020	18-02-2020 10:42:14 AM	26-06-2020 12:52:56 PM	06	JUNIO     	02	FEBRERO   	2020	NOTIFICA DISPOSICIÓN N° 02-2020, REFERENTE AL CASO N° 3006014501-2020-107-0	90	MINISTERIO PUBLICO	"NOTIFICACIONES ASIGNADAS AL ÁREA PENAL , CONDUCCIÓN EN ESTADO DE EBRIEDAD (ANEXO 1618)
"	NULL	PROCURADURIA PUBLICA
E-056934-2020	18-02-2020 11:26:01 AM	26-06-2020 01:44:35 PM	06	JUNIO     	02	FEBRERO   	2020	NOTIFICA DISPOSICIÓN N° 02, REFERENTE AL CASO N° 3006014501-2020--131-0	90	MINISTERIO PUBLICO	"NOTIFICACIONES ASIGNADAS AL ÁREA PENAL , CONDUCCIÓN EN ESTADO DE EBRIEDAD (ANEXO 1618)
"	NULL	PROCURADURIA PUBLICA
E-065621-2020	25-02-2020 03:22:30 PM	25-06-2020 06:17:50 PM	06	JUNIO     	02	FEBRERO   	2020	REMITE ACTA DE AUDIENCIA DE APLICACIÓN DEL PRINCIPIO DE OPORTUNIDAD (CASO NRO. 2506014506-2020-41-0)	84	MINISTERIO PUBLICO	"NOTIFICACIONES ASIGNADAS AL ÁREA PENAL , CONDUCCIÓN EN ESTADO DE EBRIEDAD (ANEXO 1618)
"	NULL	PROCURADURIA PUBLICA
E-065644-2020	25-02-2020 03:29:00 PM	25-06-2020 06:16:40 PM	06	JUNIO     	02	FEBRERO   	2020	REMITE DISPOSICIÓN N° 03, ABSTENERSE DE EJERCITAR LA ACCIÓN PENAL CONTRA EL IMPUTADO (CASO NRO. 2506014506-2019-2498-0)	84	MINISTERIO PUBLICO	"NOTIFICACIONES ASIGNADAS AL ÁREA PENAL , CONDUCCIÓN EN ESTADO DE EBRIEDAD (ANEXO 1618)
"	NULL	PROCURADURIA PUBLICA
E-052002-2020	13-02-2020 12:38:22 PM	04-03-2020 12:02:05 PM	03	MARZO     	02	FEBRERO   	2020	SEGUNDA FISCALIA SUPRAPROVINCIAL CORPORATIVA ESPECIALIZADA EN DELITOS DE LAVADO DE ACTIVOS Y PERDIDA DE DOMINIO: REMITE INFORME SI LAS PERSONAS: JOSE ANTONIO CHANG ESCOBEDO Y OTROS  CUENTAN CON LICENCIA DE CONDUCIR Y OTROS. 	14	MINISTERIO PUBLICO	SE PROCEDE A FINALIZAR EN MERITO AL DOCUMENTO CONSIGNADO LINEAS ARRIBA	NULL	DIRECCION DE CIRCULACION VIAL-(NUEVO-ROF)
E-042843-2020	06-02-2020 03:22:17 PM	27-06-2020 12:23:32 AM	06	JUNIO     	02	FEBRERO   	2020	REMITE BOUCHER ORIGINAL - PAGO DE APLICACIÓN AL PRINCIPIO DE OPORTUNIDAD (CASO 3160-2019)	98	MINISTERIO PUBLICO	"NOTIFICACIONES ASIGNADAS AL ÁREA PENAL , CONDUCCIÓN EN ESTADO DE EBRIEDAD (ANEXO 1618)
"	NULL	PROCURADURIA PUBLICA
E-056777-2020	18-02-2020 10:32:33 AM	19-02-2020 05:45:40 PM	02	FEBRERO   	02	FEBRERO   	2020	ACREDITACIÓN DE COMISIÓN DE CONTROL DE SERVICIO DE CONTROL SIMULTANEO, BAJO LA MODALIDAD DE CONTROL CONCURRENTE EN PROYECTOS REGIONALES A CARGO DEL PROGRAMA NACIONAL DE TELECOMUNICACIONES PRONATEL.	0	CONTRALORIA GENERAL DE LA REPUBLICA	POR INDICACION DE GHERRERA SE TOMO CONOCIMIENTO	NULL	PROGRAMA NACIONAL DE TELECOMUNICACIONES - DIRECCIÓN EJECUTIVA
E-043673-2020	07-02-2020 09:07:21 AM	27-06-2020 12:13:17 AM	06	JUNIO     	02	FEBRERO   	2020	REMITO VOUVHER , REFERENTE AL CASO N° 256-2020	97	MINISTERIO PUBLICO	"NOTIFICACIONES ASIGNADAS AL ÁREA PENAL , CONDUCCIÓN EN ESTADO DE EBRIEDAD (ANEXO 1618)
"	NULL	PROCURADURIA PUBLICA
E-046092-2020	10-02-2020 11:41:14 AM	26-06-2020 10:57:08 PM	06	JUNIO     	02	FEBRERO   	2020	DELITO DE PELIGRO COMÚN EN LA MODALIDAD DE CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EBRIEDAD O DROGADICCIÓN/05 ° FISCALIA PROVINCIAL PENAL CORPORATIVA DE HUÁNUCO/CASO N° 2006014505-2020-58-0/INVESTIGADO HERMOGENES MORALES BLANCO 	96	MINISTERIO PUBLICO	"NOTIFICACIONES ASIGNADAS AL ÁREA PENAL , CONDUCCIÓN EN ESTADO DE EBRIEDAD (ANEXO 1618)
"	NULL	PROCURADURIA PUBLICA
E-043804-2020	07-02-2020 10:05:27 AM	02-03-2020 02:45:36 PM	03	MARZO     	02	FEBRERO   	2020	HACEN DE CONOCIMIENTO EL PEDIDO DE INTERVENCION PRESENTADO A LA DEFENSORIA POR EL CIUDADANO HERMINIO RIVERA SILVESTRE  RESPECTO A UNA ALEGADA FALTA DE ATENCION AL TRAMITE DE RENOVACION DE LICENCIA DE CONDIUCIR. SOLICITA INFORMACION EN UN PLAZO DE 20 DIAS HABILES. 	16	DEFENSORIA DEL PUEBLO	"SE FINALIZA EN VIRTUD DEL OFICIO 4389-2020-MTC/17.03 DEL 28.02.2020.
PASA AL ARCHIVO DE LA DCV PARA SU CUSTODIA."	NULL	DIRECCION DE CIRCULACION VIAL-(NUEVO-ROF)
E-046997-2020	10-02-2020 04:02:10 PM	26-06-2020 04:25:13 PM	06	JUNIO     	02	FEBRERO   	2020	DISPOSICIÓN FISCAL N° 01, ABSTENCIÓN DEL EJERCICIO DE LA ACCIÓN PENAL (CASO NRO. 2506014503-2020-268-0)	96	MINISTERIO PUBLICO	"NOTIFICACIONES ASIGNADAS AL ÁREA PENAL , CONDUCCIÓN EN ESTADO DE EBRIEDAD (ANEXO 1618)
"	NULL	PROCURADURIA PUBLICA
E-051925-2020	13-02-2020 12:12:39 PM	02-12-2020 10:40:01 AM	12	DICIEMBRE 	02	FEBRERO   	2020	HACEN DE CONOCIMIENTO INCOMUNICACION TELEFONICA EN 437 LOCALIDADES DE LA RGOION LORETO. 	200	DEFENSORIA DEL PUEBLO	NULL	NULL	DESPACHO VICEMINISTERIAL DE COMUNICACIONES
E-051930-2020	13-02-2020 12:15:01 PM	26-06-2020 03:40:43 PM	06	JUNIO     	02	FEBRERO   	2020	NOTIFICA DISPOSICIÓN N° 01, REFERENTE AL CASO N° 3006064502-2019-2953-0	93	MINISTERIO PUBLICO	"NOTIFICACIONES ASIGNADAS AL ÁREA PENAL , CONDUCCIÓN EN ESTADO DE EBRIEDAD (ANEXO 1618)
"	NULL	PROCURADURIA PUBLICA
E-044226-2020	07-02-2020 12:30:14 PM	13-02-2020 02:17:59 PM	02	FEBRERO   	02	FEBRERO   	2020	SEGUNDA FISCALIA SUPRAPROVINCIAL CORPORATIVA ESPECIALISTA EN DELITOS DE LAVADO DE ACTIVOS Y PERDIDA DE DOMINIO : SOLICITA INFORMACION SI LA SRA. NUBIA ESTELA GUERRERO MERCHAN CUENTA CON LICENCIA DE CONDUCIR. 	4	MINISTERIO PUBLICO	ATENDIDO.	NULL	DIRECCION DE CIRCULACION VIAL-(NUEVO-ROF)
E-042233-2020	06-02-2020 11:36:02 AM	30-06-2020 11:33:02 AM	06	JUNIO     	02	FEBRERO   	2020	SE REMITE PARA CONOCIMIENTO/CONDUCCIÓN ESTADO DE EBRIEDAD O DROGADICCIÓN/06 ° FISCALIA PROVINCIAL PENAL CORPORATIVA DE HUÁNUCO/CASO N° 2006014506-2018-1607-0/INVESTIGADO SUYMER ETHEL CLAUDIO CLOUD	99	MINISTERIO PUBLICO	"NOTIFICACIONES ASIGNADAS AL ÁREA PENAL , CONDUCCIÓN EN ESTADO DE EBRIEDAD (ANEXO 1618)
"	NULL	PROCURADURIA PUBLICA
E-047115-2020	10-02-2020 04:38:21 PM	18-02-2020 02:13:12 PM	02	FEBRERO   	02	FEBRERO   	2020	SOLICITAN SE LES REMITA LAS FISECON A MAS TARDAR EL 24.02.202019 OS DATOS DE LA PERSONA RESPONSABLE DEL SEGUIMIENTO. 	6	MINISTERIO DE ECONOMIA Y FINANZAS	E-047194-2020 SE COORDINÓ CON LA DGPRTM POR CORRESPONDERLE. SE PROCEDE A SU ARCHIVO	NULL	SECRETARIA GENERAL
E-053085-2020	14-02-2020 08:42:39 AM	28-02-2020 05:38:19 PM	02	FEBRERO   	02	FEBRERO   	2020	"SOLICITA EN UN PLAZO DE 3 DÍAS HÁBILES INFORMACIÓN DEL PROYECTO ESPECIAL ""SISTEMA ELÉCTRICO DE TRANSPORTE MASIVO DE LIMA Y CALLAO, LINEA 1, VILLA EL SALVADOR-AV. GRAU- SAN JUAN DE LURIGANCHO""."	10	CONTRALORIA GENERAL DE LA REPUBLICA	NULL	NULL	AUTORIDAD AUTÓNOMA DEL SISTEMA ELÉCTRICO DE TRANSPORTE MASIVO DE LIMA Y CALLAO - DIRECCIÓN EJECUTIVA
E-053113-2020	14-02-2020 09:01:16 AM	26-06-2020 03:42:53 PM	06	JUNIO     	02	FEBRERO   	2020	CONDUCCIÓN ESTADO DE EBRIEDAD O DROGADICCIÓN/06 ° FISCALIA PROVINCIAL PENAL CORPORATIVA DE HUÁNUCO/CASO N° 2006014506-2019-811-0/INVESTIGADO GROVER ABNER FIGUEROA CUBILLUS 	92	MINISTERIO PUBLICO	"NOTIFICACIONES ASIGNADAS AL ÁREA PENAL , CONDUCCIÓN EN ESTADO DE EBRIEDAD (ANEXO 1618)
"	NULL	PROCURADURIA PUBLICA
E-056874-2020	18-02-2020 11:01:06 AM	25-06-2020 09:14:30 PM	06	JUNIO     	02	FEBRERO   	2020	NOTIFICA DISPOSICIÓN N° 01-2020, REFERENTE AL CASO N°3006014501-2020-104-0	89	MINISTERIO PUBLICO	"NOTIFICACIONES ASIGNADAS AL ÁREA PENAL , CONDUCCIÓN EN ESTADO DE EBRIEDAD (ANEXO 1618)
"	NULL	PROCURADURIA PUBLICA
E-057010-2020	18-02-2020 11:48:07 AM	26-06-2020 01:17:37 PM	06	JUNIO     	02	FEBRERO   	2020	NOTIFICA DISPOSICIÓN N° 01, REFERENTE AL CASO N° 3006074500-2020-94-0	90	MINISTERIO PUBLICO	"NOTIFICACIONES ASIGNADAS AL ÁREA PENAL , CONDUCCIÓN EN ESTADO DE EBRIEDAD (ANEXO 1618)
"	NULL	PROCURADURIA PUBLICA
E-048458-2020	11-02-2020 12:21:19 PM	14-07-2020 09:21:46 PM	07	JULIO     	02	FEBRERO   	2020	01° FISCALIA PROVINCIAL PENAL CORPORATIVA DE HUANUCO: REF CASO N° 2006014501-2019-1309-0. FINALIDAD: CONOCIMIENTO ADJUNTA DISPOSICION N °02-2019	106	MINISTERIO PUBLICO	"NOTIFICACIONES ASIGNADAS AL ÁREA PENAL ,  (ANEXO 1618)
"	NULL	PROCURADURIA PUBLICA
E-051582-2020	13-02-2020 10:11:04 AM	26-06-2020 03:32:22 PM	06	JUNIO     	02	FEBRERO   	2020	DELITO DE PELIGRO COMÚN/CONDUCCIÓN EN ESTADO DE EBRIEDAD/05 ° FISCALIA PROVINCIAL PENAL CORPORATIVA DE HUÁNUCO/CASO N° 2006014505-2020-57-0/INVESTIGADO ALBERTO EUSTAQUIO CASIO REYMUNDO 	93	MINISTERIO PUBLICO	"NOTIFICACIONES ASIGNADAS AL ÁREA PENAL , CONDUCCIÓN EN ESTADO DE EBRIEDAD (ANEXO 1618)
"	NULL	PROCURADURIA PUBLICA
E-048110-2020	11-02-2020 10:27:19 AM	26-06-2020 03:50:22 PM	06	JUNIO     	02	FEBRERO   	2020	SE REMITE PARA CONOCIMIENTO/CONDUCCIÓN EN ESTADO DE EBRIEDAD O DROGADICCIÓN/06 ° FISCALIA PROVINCIAL PENAL CORPORATIVA DE HUÁNUCO/CASO N° 2006014506-2019-1358-0/INVESTIGADO ELEODORO FLORES PEREZ	95	MINISTERIO PUBLICO	"NOTIFICACIONES ASIGNADAS AL ÁREA PENAL , CONDUCCIÓN EN ESTADO DE EBRIEDAD (ANEXO 1618)
"	NULL	PROCURADURIA PUBLICA
E-048442-2020	11-02-2020 12:13:29 PM	14-02-2020 05:26:39 PM	02	FEBRERO   	02	FEBRERO   	2020	FISCALIA PROVINCIAL PENAL DE LAMPA: REF CASO N °2706074501-2019-410-0. MATERIA HURTO AGRAVADO DE ESPECTRO RADIOELECTRICO, ADJUNTA DISPOSICION  N °01-2019	3	MINISTERIO PUBLICO	NULL	NULL	DIRECCION GENERAL DE FISCALIZACIONES Y SANCIONES EN COMUNICACIONES-(NUEVO-ROF)
E-053182-2020	14-02-2020 09:25:56 AM	26-06-2020 01:50:11 PM	06	JUNIO     	02	FEBRERO   	2020	SE REMITE PARA CONOCIMIENTO/CONDUCCIÓN ESTADO DE EBRIEDAD O DROGADICCIÓN/01 ° FISCALIA PROVINCIAL PENAL CORPORATIVA DE HUÁNUCO/CASO N° 2006014501-2020-98-0/INVESTIGADO JAIME CANTALICIO RUFINO	92	MINISTERIO PUBLICO	"NOTIFICACIONES ASIGNADAS AL ÁREA PENAL , CONDUCCIÓN EN ESTADO DE EBRIEDAD (ANEXO 1618)
"	NULL	PROCURADURIA PUBLICA
E-043571-2020	07-02-2020 08:03:49 AM	27-06-2020 12:19:38 AM	06	JUNIO     	02	FEBRERO   	2020	NOTIFICA DISPOSICIÓN N° 03, REFERENTE AL CASO N° 3006064501-2020-267-0	97	MINISTERIO PUBLICO	"NOTIFICACIONES ASIGNADAS AL ÁREA PENAL , CONDUCCIÓN EN ESTADO DE EBRIEDAD (ANEXO 1618)
"	NULL	PROCURADURIA PUBLICA
E-017571-2020	16-01-2020 01:50:56 PM	17-02-2020 03:21:01 PM	02	FEBRERO   	01	ENERO     	2020	FISCALIA PROVINCIAL PENAL CORPORATIVA DE MARISCAL NIETO : SOLIICTA SE INFORME SI EN LAS INMEDIACIONES DEL PUESTO DE CONTROL DE SENASA -MONTALVO SE CUENTA CON SEÑALES DE TRANSITO. 	22	MINISTERIO PUBLICO	"SE DIO RESPUESTA CON EL OFICIO DE LA REFERENCIA AL FISCAL ADJUNTO PROVINCIAL OFIC-000180-2020-MTC/20 SEGUNDO DESPACHO PROVINCIAL FISCALIA PENAL CORPORATIV DE
MARISCAL NIETO DISTRITO FISCAL DE MOQUEGUA"	NULL	DESPACHO VICEMINISTERIAL DE TRANSPORTES
E-041977-2020	06-02-2020 10:15:48 AM	30-06-2020 11:37:04 AM	06	JUNIO     	02	FEBRERO   	2020	NOTIFICA DISPOSICIÓN N° 02, REFERENTE AL CASO N° 3006014501-2020-135-0	99	MINISTERIO PUBLICO	"NOTIFICACIONES ASIGNADAS AL ÁREA PENAL , CONDUCCIÓN EN ESTADO DE EBRIEDAD (ANEXO 1618)
"	NULL	PROCURADURIA PUBLICA
E-042417-2020	06-02-2020 12:35:56 PM	18-02-2020 06:59:03 PM	02	FEBRERO   	02	FEBRERO   	2020	TERCERA FISCALIA SUPRAPROVINCIAL CORPORATIVA ESPECIALIZADA CONTRA LA CRIMINALIDAD ORGANIZADA: SOLICITA SE INFORME SI EL SR. FERNANDO MANUEL PACHECO LYNCH HA TRAMITADO O SE LE HA EXPEDIDO ALGUN TIPO DE LICENCIA DE CONDUCIR. 	8	MINISTERIO PUBLICO	ATENDIDO.	NULL	DIRECCION DE CIRCULACION VIAL-(NUEVO-ROF)
E-042633-2020	06-02-2020 02:19:59 PM	30-06-2020 11:27:24 AM	06	JUNIO     	02	FEBRERO   	2020	REMITE ACTA DE AUDIENCIA DE APLICACIÓN DEL PRINCIPIO DE OPORTUNIDAD (CASO NRO. 2506014506-2019-2283-0)	99	MINISTERIO PUBLICO	"NOTIFICACIONES ASIGNADAS AL ÁREA PENAL , CONDUCCIÓN EN ESTADO DE EBRIEDAD (ANEXO 1618)
"	NULL	PROCURADURIA PUBLICA
E-043814-2020	07-02-2020 10:08:21 AM	18-02-2020 10:35:43 AM	02	FEBRERO   	02	FEBRERO   	2020	SOLICITA VERIFICACION DE DOCUMENTOS PRESENTADOR POR LA EMPRESA  SERMAX PERU SRL . REF RESOLUCION DIRECTORAL N °062-2012-MTC/27. 	7	DEFENSORIA DEL PUEBLO	NULL	NULL	DIRECCION GENERAL DE PROGRAMAS Y PROYECTOS DE COMUNICACIONES-(NUEVO-ROF)
E-050129-2020	12-02-2020 12:12:17 PM	26-06-2020 04:13:23 PM	06	JUNIO     	02	FEBRERO   	2020	CONDUCCIÓN ESTADO DE EBRIEDAD O DROGADICCIÓN/01 ° FISCALIA PROVINCIAL PENAL CORPORATIVA DE HUÁNUCO/CASO N° 2006014501-2019-1833-0/INVESTIGADO RIVETH KENNEDY LOPEZ SANCHEZ 	94	MINISTERIO PUBLICO	"NOTIFICACIONES ASIGNADAS AL ÁREA PENAL , CONDUCCIÓN EN ESTADO DE EBRIEDAD (ANEXO 1618)
"	NULL	PROCURADURIA PUBLICA
E-021850-2020	21-01-2020 09:39:16 AM	12-02-2020 02:16:05 PM	02	FEBRERO   	01	ENERO     	2020	SOLICITA EN UN PLAZO DE 20 DÍAS HÁBILES REMITA LAS MEDIDAS QUE ADOPTARA LA SOLICITUD POR EL CIUDADANO MARIO BARRANTES GUTIERREZ.	16	DEFENSORIA DEL PUEBLO	"SE FINALIZA EN VIRTUD DEL OFICIO 1787-2020-MTC/17.03 DEL 29.01.2020 Y OF. 1788-2020-MTC/17.03.
PASA AL ARCHIVO DE LA DCV PARA SU CUSTODIA."	NULL	DIRECCION DE CIRCULACION VIAL-(NUEVO-ROF)
E-048721-2020	11-02-2020 02:36:04 PM	26-06-2020 04:12:46 PM	06	JUNIO     	02	FEBRERO   	2020	REMITE DISPOSICIÓN N° 01-2020, ABSTENCIÓN DEL EJERCICIO DE LA ACCIÓN PENAL (CASO NRO. 2506014502-2020-34-0)	95	MINISTERIO PUBLICO	"NOTIFICACIONES ASIGNADAS AL ÁREA PENAL , CONDUCCIÓN EN ESTADO DE EBRIEDAD (ANEXO 1618)
"	NULL	PROCURADURIA PUBLICA
E-048730-2020	11-02-2020 02:38:57 PM	26-06-2020 03:11:39 PM	06	JUNIO     	02	FEBRERO   	2020	REMITE DISPOSICIÓN N° 01-2020, ABSTENCIÓN DEL EJERCICIO DE LA ACCIÓN PENAL (CASO NRO. 2506014502-2020-33-0)	95	MINISTERIO PUBLICO	"NOTIFICACIONES ASIGNADAS AL ÁREA PENAL , CONDUCCIÓN EN ESTADO DE EBRIEDAD (ANEXO 1618)
"	NULL	PROCURADURIA PUBLICA
E-049542-2020	11-02-2020 06:30:43 PM	13-02-2020 06:20:47 PM	02	FEBRERO   	02	FEBRERO   	2020	REF: OFICIO N° 0188-2020-MTC/04. INFORMAN QUE SE ESTAN GESTIONADO LA PUBLICACION DE UNA FE DE ERRATAS DEL ANEXO CREDITO SUPLEMENTARIO A FAVOR DEL MTC  DEL D.S. N °012-2020-EF. 	2	MINISTERIO DE ECONOMIA Y FINANZAS	SE ENVIO A LA OFICINA GENERAL DE ASESORIA JURIDICA EL INFORME N° 099-2020-MTC/09.03	NULL	SECRETARIA GENERAL
E-056922-2020	18-02-2020 11:20:51 AM	26-06-2020 01:19:39 PM	06	JUNIO     	02	FEBRERO   	2020	REMITE DISPOSICIÓN N° 01, NO PROCEDE FORMALIZAR Y CONTINUAR INVESTIGACIÓN PREPARATORIA (CASO NRO. 2506014506-2019-2466-0)	90	MINISTERIO PUBLICO	"NOTIFICACIONES ASIGNADAS AL ÁREA PENAL , CONDUCCIÓN EN ESTADO DE EBRIEDAD (ANEXO 1618)
"	NULL	PROCURADURIA PUBLICA
E-055493-2020	17-02-2020 12:23:24 PM	28-02-2020 08:28:10 AM	02	FEBRERO   	02	FEBRERO   	2020	REF. OFICIO N° 067-2020-MTC/9. OFICIO N° 071-2020-MTC/09. SOLICITUD DE OPINIÓN FAVORABLE DE LA DIRECCIÓN GENERAL DE PRESUPUESTO PUBLICO PARA EFECTUAR MODIFICACIONES PRESUPUESTALES ENTRE PROYECTOS.  	9	MINISTERIO DE ECONOMIA Y FINANZAS	CON FECHA 17.02.2020 SE REMITIO AL MEF OFICIO 0259-2020-MTC/04 (DE SECRETARIA GENERAL MTC A DGPP/MEF)	NULL	OFICINA GENERAL DE PLANEAMIENTO Y PRESUPUESTO
E-055545-2020	17-02-2020 12:49:10 PM	12-03-2020 05:16:53 PM	03	MARZO     	02	FEBRERO   	2020	1° FISCALIA SUPRAPROVINCIAL ESPECIALIZADA EN DELITOS DE LAVADO DE ACTIVOS Y PERDIDA DE DOMINIO :  SOLICITA SE REMITA INFORMACION EN UN CUADRO SOBRE LOS TIPOS Y MODALIDADES DE LOS PROCESOS DE CONTRATACION SUSCRITOS POR EL MTC CON LOS INVESTIGADOS : SERVICIOS GENERALES RONALD SAC Y OTROS. 	18	MINISTERIO PUBLICO	NULL	NULL	OFICINA GENERAL DE ADMINISTRACION
E-046950-2020	10-02-2020 03:51:48 PM	26-06-2020 04:15:44 PM	06	JUNIO     	02	FEBRERO   	2020	DISPOSICIÓN FISCAL N° 01, ABSTENCIÓN DEL EJERCICIO DE LA ACCIÓN PENAL (CASO NRO. 2506014503-2020-423-0)	96	MINISTERIO PUBLICO	"NOTIFICACIONES ASIGNADAS AL ÁREA PENAL , CONDUCCIÓN EN ESTADO DE EBRIEDAD (ANEXO 1618)
"	NULL	PROCURADURIA PUBLICA
E-042411-2020	06-02-2020 12:33:02 PM	11-03-2020 11:52:24 AM	03	MARZO     	02	FEBRERO   	2020	PRIMERA FISCALIA PROVINCIAL CORPORATIVA EN DELITOS DE CORRUPCION DE FUNCIONARIOS DE LIMA: SOLICITA EN EL PLAZO DE 48 HORAS COPIAS FEDATEADAS DE LOS ANTECEDENTES QUE DIERON ORIGEN A LA RESOLUCION MINISTERIAL N °372-2018-MTC/01.02. 	24	MINISTERIO PUBLICO	ATENDIDO	NULL	DESPACHO MINISTERIAL
E-065655-2020	25-02-2020 03:34:09 PM	04-03-2020 04:20:13 PM	03	MARZO     	02	FEBRERO   	2020	CONVOCAN A MESA MULTISECTORIAL SARAMIRIZA-MANSERICHE. SE LLEVARA A CABO EL 04.03.2020	6	PCM	SE TOMO CONOCIMIENTO, ASISTIO A DICHA REUNIÓN EL ESPECIALISTA SOCIAL DE PVD GONZALO CISNEROS	NULL	OFICINA DE DIALOGO Y GESTION SOCIAL-(NUEVO-ROF)
E-050153-2020	12-02-2020 12:20:07 PM	26-06-2020 03:51:25 PM	06	JUNIO     	02	FEBRERO   	2020	CONDUCCIÓN ESTADO DE EBRIEDAD O DROGADICCIÓN/01 ° FISCALIA PROVINCIAL PENAL CORPORATIVA DE HUÁNUCO/CASO N° 2006014501-2019-1783-0/INVESTIGADO FREDDY LUIS NOREÑA GALVEZ 	94	MINISTERIO PUBLICO	"NOTIFICACIONES ASIGNADAS AL ÁREA PENAL , CONDUCCIÓN EN ESTADO DE EBRIEDAD (ANEXO 1618)
"	NULL	PROCURADURIA PUBLICA
E-050158-2020	12-02-2020 12:22:37 PM	26-06-2020 03:12:28 PM	06	JUNIO     	02	FEBRERO   	2020	CONDUCCIÓN ESTADO DE EBRIEDAD O DROGADICCIÓN/01 ° FISCALIA PROVINCIAL PENAL CORPORATIVA DE HUÁNUCO/CASO N° 2006014501-2019-1819-0/INVESTIGADO MARIO ALEX BENAVIDES SORIA	94	MINISTERIO PUBLICO	"NOTIFICACIONES ASIGNADAS AL ÁREA PENAL , CONDUCCIÓN EN ESTADO DE EBRIEDAD (ANEXO 1618)
"	NULL	PROCURADURIA PUBLICA
E-043607-2020	07-02-2020 08:53:24 AM	27-06-2020 12:15:26 AM	06	JUNIO     	02	FEBRERO   	2020	REMITO VOUCHER , REFERENTE AL CASO N° 257-2020	97	MINISTERIO PUBLICO	"NOTIFICACIONES ASIGNADAS AL ÁREA PENAL , CONDUCCIÓN EN ESTADO DE EBRIEDAD (ANEXO 1618)
"	NULL	PROCURADURIA PUBLICA
E-057065-2020	18-02-2020 12:08:50 PM	26-06-2020 12:05:08 PM	06	JUNIO     	02	FEBRERO   	2020	REMITE COPIAS SIMPLES REFERENTE A CARPETA FISCAL N° 2142-2018	90	MINISTERIO PUBLICO	"NOTIFICACIONES ASIGNADAS AL ÁREA PENAL , CONDUCCIÓN EN ESTADO DE EBRIEDAD (ANEXO 1618)
"	NULL	PROCURADURIA PUBLICA
